1	0.713300431	0.548676143	0.705165455	0.41811028	0.810683941	0.630472652	0.635272281	0.531260509	0.343473518	0.897852245	0.731401967	0.540026773	0.733479813	0.368007229	0.830986911	0.671191762	0.693746574	0.499196106	0.481191573	0.862152339	0.737480169	0.561703206	0.760219058	0.430934324	0.853143862	0.725157359	0.693214737	0.525037338	0.541099602	0.650961313	0.468747403	0.428380667	0.320860683	0.264620604	0.52741249	0.535007342	0.602927955	0.664287637	0.194373615	0.75848057	0.705462376	0.575062724	0.610815621	0.529302372	0.639855971	0.669646175	0.526804279	0.693845988	0.435958351
0.713300431	1	0.27764869	0.788660648	0.582774572	0.837845194	0.720811804	0.791807447	0.662415029	0.380680684	0.631319007	0.755642062	0.212748939	0.709167893	0.299444312	0.740255138	0.621666523	0.789282861	0.567715493	0.401162703	0.656069456	0.751757888	0.284244928	0.715531423	0.354681495	0.730741862	0.684017271	0.787762552	0.617081092	0.480651786	0.352087533	0.402792068	0.111458706	0.242516297	0.11844552	0.377062281	0.357657747	0.659667662	0.585748926	0.010826012	0.456647512	0.749893482	0.308538317	0.592552422	0.498711941	0.598322257	0.576893007	0.646058747	0.647429971	0.354538594
0.548676143	0.27764869	1	0.286544015	0.237640971	0.400467993	0.393283027	0.29256096	0.381162226	0.581720683	0.629172224	0.514970752	0.88418827	0.448630878	0.397789764	0.555026872	0.551860039	0.410288766	0.309002606	0.506557759	0.549124157	0.523756182	0.871856567	0.483567888	0.439666767	0.549394668	0.570547105	0.407914184	0.303583563	0.504689138	0.523676873	0.320817807	0.654096584	0.283317021	0.47731832	0.444215147	0.404104764	0.343645483	0.476613526	0.243053991	0.572146596	0.530130163	0.7186586	0.43024097	0.439439378	0.447410348	0.348777771	0.295046947	0.493837038	0.382011472
0.705165455	0.788660648	0.286544015	1	0.60372747	0.771405462	0.722943996	0.76558937	0.688625324	0.533936015	0.672584644	0.792844888	0.311209663	0.860384509	0.449048767	0.782718398	0.64869985	0.804774217	0.653149819	0.566902352	0.698512176	0.787916791	0.354394263	0.84530597	0.516773124	0.76295133	0.676045995	0.801647092	0.688423766	0.606813358	0.363970661	0.459450396	0.178714374	0.334748394	0.26899149	0.431330797	0.436914489	0.658114883	0.687205506	0.218486343	0.485104565	0.731499667	0.363420165	0.719664911	0.534504912	0.703547934	0.680682925	0.647497766	0.758258636	0.479592348
0.41811028	0.582774572	0.237640971	0.60372747	1	0.574791059	0.603756161	0.603562697	0.656759155	0.401191907	0.388875906	0.583948964	0.183673159	0.573828144	0.437246544	0.489238479	0.425471892	0.57489869	0.586048922	0.374905531	0.457211976	0.568895421	0.209889079	0.56598362	0.48477012	0.479827202	0.446356382	0.569321397	0.625592687	0.410599265	0.164429724	0.291451385	0.149455979	0.181374338	0.139529317	0.25691124	0.266216957	0.480345397	0.48765744	0.072257834	0.253235308	0.516453887	0.2298592	0.396566947	0.344603542	0.462719505	0.355503629	0.483952309	0.544183636	0.286197645
0.810683941	0.837845194	0.400467993	0.771405462	0.574791059	1	0.635540847	0.793421513	0.697812103	0.383933365	0.706089302	0.766930908	0.34760578	0.74371942	0.357997946	0.806861995	0.634671615	0.807737659	0.669619469	0.403066888	0.733001989	0.775828689	0.38614087	0.755004588	0.431843006	0.81072648	0.701696816	0.803690289	0.708621293	0.482852602	0.441153764	0.442645379	0.186908431	0.270472199	0.234488244	0.45429524	0.466786626	0.648297627	0.66388603	0.166206983	0.525927533	0.706815616	0.366350409	0.541809276	0.566706036	0.623816679	0.555772756	0.594067067	0.694396625	0.359285549
0.630472652	0.720811804	0.393283027	0.722943996	0.603756161	0.635540847	1	0.537785464	0.490265868	0.596196504	0.617112417	0.740873425	0.453230972	0.709475748	0.458321782	0.716552682	0.78313011	0.545910096	0.47192591	0.580853089	0.642160549	0.704139323	0.509700661	0.706453739	0.54329587	0.685063454	0.764093686	0.541455142	0.524561112	0.58487942	0.459630256	0.524422338	0.31283172	0.470229103	0.357787338	0.512553501	0.548468065	0.626183768	0.630394806	0.225650641	0.458440786	0.671497207	0.377093367	0.651912675	0.372557811	0.614391257	0.656444276	0.562878986	0.675625375	0.496569578
0.635272281	0.791807447	0.29256096	0.76558937	0.603562697	0.793421513	0.537785464	1	0.69878774	0.314177318	0.564805187	0.671596308	0.178403102	0.71633058	0.212397485	0.660188556	0.477562341	0.866734037	0.687668305	0.301838705	0.56621798	0.69554306	0.219229915	0.697282749	0.256673356	0.668293022	0.577957997	0.859743639	0.71433542	0.393933833	0.324260695	0.355942196	0.106520455	0.190089368	0.135877873	0.367027101	0.352900324	0.627636911	0.62391864	0.036418499	0.493078561	0.722883079	0.304247191	0.559880927	0.48584655	0.656242767	0.544744473	0.633025994	0.609356601	0.317572402
0.531260509	0.662415029	0.381162226	0.688625324	0.656759155	0.697812103	0.490265868	0.69878774	1	0.43896035	0.51699882	0.676442956	0.348381736	0.692296067	0.410670037	0.554895607	0.430784847	0.746997784	0.691061899	0.432981141	0.554426336	0.718570921	0.393017987	0.681466053	0.444432594	0.55341141	0.500585242	0.747348303	0.701940434	0.471551151	0.197199729	0.229193854	0.127685099	0.13328213	0.23925978	0.189014213	0.212363515	0.365546846	0.510483818	0.174495544	0.37688714	0.617976715	0.250045898	0.450351205	0.518935967	0.423719357	0.328257761	0.378606205	0.533597058	0.230474531
0.343473518	0.380680684	0.581720683	0.533936015	0.401191907	0.383933365	0.596196504	0.314177318	0.43896035	1	0.441171593	0.626058969	0.632105768	0.575762122	0.500034694	0.589086594	0.573743987	0.409058765	0.385895303	0.73183636	0.463164218	0.604775083	0.649916745	0.595204525	0.523787337	0.530968554	0.528415654	0.404013254	0.390422785	0.681190326	0.302981145	0.37526379	0.422825453	0.353408508	0.570163932	0.374508547	0.363923473	0.311263626	0.516251156	0.440608595	0.271086999	0.518182889	0.423797795	0.516130811	0.499689121	0.445735251	0.385843105	0.267423923	0.540654075	0.45955973
0.897852245	0.631319007	0.629172224	0.672584644	0.388875906	0.706089302	0.617112417	0.564805187	0.51699882	0.441171593	1	0.780148633	0.636374667	0.803030441	0.506847494	0.873771107	0.790350479	0.675771814	0.474334791	0.594348412	0.94872661	0.782853583	0.668141195	0.824557777	0.548930663	0.885984918	0.82828958	0.673371504	0.491291965	0.618020343	0.65342966	0.48268496	0.566318814	0.385804652	0.422883784	0.528554374	0.548546706	0.574751335	0.66394002	0.280971829	0.749197578	0.711302059	0.703813347	0.654765087	0.580592137	0.628644611	0.643720073	0.505742013	0.722942355	0.458259848
0.731401967	0.755642062	0.514970752	0.792844888	0.583948964	0.766930908	0.740873425	0.671596308	0.676442956	0.626058969	0.780148633	1	0.521986165	0.86948496	0.615549873	0.895455356	0.812744166	0.796784703	0.683126208	0.703855711	0.810776805	0.973981415	0.592888297	0.872015975	0.652017955	0.87348573	0.83290992	0.78912903	0.700756867	0.737866702	0.435719684	0.550823174	0.350568495	0.397534491	0.435582502	0.461651303	0.488207482	0.631079103	0.711323562	0.233219283	0.524485046	0.791858689	0.510972715	0.662575687	0.573439534	0.633332966	0.59704661	0.570068692	0.805628035	0.417264646
0.540026773	0.212748939	0.88418827	0.311209663	0.183673159	0.34760578	0.453230972	0.178403102	0.348381736	0.632105768	0.636374667	0.521986165	1	0.493021534	0.514430742	0.552686629	0.589932195	0.300097628	0.29323948	0.629610767	0.598621975	0.513899462	0.972148173	0.523549986	0.567602103	0.542480753	0.571319271	0.299206345	0.265153042	0.581237874	0.516041121	0.31232462	0.701001729	0.337203772	0.544630277	0.40707458	0.417639872	0.246416736	0.454945321	0.329469554	0.565418825	0.46528185	0.7334845	0.428855247	0.427086106	0.368286518	0.35402882	0.178156816	0.444865909	0.351155641
